ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
KS-013,Brown County,Kansas,1.69,48,-0.78,2.47,,
KS-015,Butler County,Kansas,2,48,-0.66,2.66,,
KS-017,Chase County,Kansas,1.75,48,-0.87,2.62,,
KS-019,Chautauqua County,Kansas,5.08,106,1.95,3.13,,
KS-021,Cherokee County,Kansas,6.54,115,2.95,3.59,,
KS-023,Cheyenne County,Kansas,0.04,6,-1.08,1.12,,
KS-025,Clark County,Kansas,0.34,22,-1.3,1.64,,
KS-027,Clay County,Kansas,2.77,91,0.58,2.19,,
KS-029,Cloud County,Kansas,1.37,53,-0.58,1.95,,
KS-031,Coffey County,Kansas,2.85,69,-0.15,3,,
KS-033,Comanche County,Kansas,1.17,53,-0.68,1.85,,
KS-035,Cowley County,Kansas,3.7,91,0.93,2.77,,
KS-037,Crawford County,Kansas,5.92,110,2.43,3.49,,
KS-039,Decatur County,Kansas,0.04,3,-1.21,1.25,,
KS-041,Dickinson County,Kansas,2.83,93,0.5,2.33,,
KS-043,Doniphan County,Kansas,1.8,44,-0.77,2.57,,
KS-045,Douglas County,Kansas,1.84,47,-1.03,2.87,,
KS-047,Edwards County,Kansas,0.21,11,-1.42,1.63,,
KS-049,Elk County,Kansas,4.7,105,1.67,3.03,,
KS-051,Ellis County,Kansas,0.44,25,-0.98,1.42,,
KS-053,Ellsworth County,Kansas,0.9,29,-1,1.9,,
KS-055,Finney County,Kansas,0.01,1,-1.19,1.2,,
KS-057,Ford County,Kansas,0.14,12,-1.38,1.52,,
KS-059,Franklin County,Kansas,2.09,49,-0.99,3.08,,
KS-061,Geary County,Kansas,2.94,92,0.52,2.42,,
KS-063,Gove County,Kansas,0.04,4,-1.19,1.23,,
KS-065,Graham County,Kansas,0.07,5,-1.3,1.37,,
KS-067,Grant County,Kansas,0.14,20,-1.03,1.17,,
KS-069,Gray County,Kansas,0.06,7,-1.3,1.36,,
KS-071,Greeley County,Kansas,0.04,7,-0.92,0.96,,
KS-073,Greenwood County,Kansas,3.53,86,0.67,2.86,,
KS-075,Hamilton County,Kansas,0.01,3,-1.02,1.03,,
KS-077,Harper County,Kansas,1.83,59,-0.55,2.38,,
KS-079,Harvey County,Kansas,1.3,39,-1.14,2.44,,
KS-081,Haskell County,Kansas,0.23,23,-1.08,1.31,,
KS-083,Hodgeman County,Kansas,0.17,14,-1.25,1.42,,
KS-085,Jackson County,Kansas,1.81,50,-0.68,2.49,,
KS-087,Jefferson County,Kansas,2.31,62,-0.38,2.69,,
KS-089,Jewell County,Kansas,0.37,13,-1.31,1.68,,
KS-091,Johnson County,Kansas,1.86,45,-1.2,3.06,,
KS-093,Kearny County,Kansas,0.01,3,-1.06,1.07,,
KS-095,Kingman County,Kansas,1.02,28,-1.29,2.31,,
KS-097,Kiowa County,Kansas,0.78,33,-0.97,1.75,,
KS-099,Labette County,Kansas,7.76,120,4.26,3.5,,
KS-101,Lane County,Kansas,0.03,4,-1.21,1.24,,
KS-103,Leavenworth County,Kansas,2.27,57,-0.54,2.81,,
KS-105,Lincoln County,Kansas,0.93,34,-0.9,1.83,,
KS-107,Linn County,Kansas,4.59,100,1.23,3.36,,
KS-109,Logan County,Kansas,0.04,7,-1.08,1.12,,
KS-111,Lyon County,Kansas,1.83,47,-0.94,2.77,,
KS-113,McPherson County,Kansas,1.72,52,-0.56,2.28,,
KS-115,Marion County,Kansas,1.9,58,-0.57,2.47,,
KS-117,Marshall County,Kansas,2.04,69,-0.23,2.27,,
KS-119,Meade County,Kansas,0.19,12,-1.32,1.51,,
KS-121,Miami County,Kansas,2.57,59,-0.69,3.26,,
KS-123,Mitchell County,Kansas,0.46,16,-1.31,1.77,,
KS-125,Montgomery County,Kansas,7.71,123,4.46,3.25,,
KS-127,Morris County,Kansas,2.16,64,-0.35,2.51,,
KS-129,Morton County,Kansas,0.14,22,-1.01,1.15,,
KS-131,Nemaha County,Kansas,2.15,64,-0.28,2.43,,
KS-133,Neosho County,Kansas,4.83,100,1.49,3.34,,
KS-135,Ness County,Kansas,0.4,26,-0.95,1.35,,
KS-137,Norton County,Kansas,0.07,5,-1.3,1.37,,
KS-139,Osage County,Kansas,1.83,50,-1,2.83,,
KS-141,Osborne County,Kansas,0.23,9,-1.32,1.55,,
KS-143,Ottawa County,Kansas,1.7,62,-0.31,2.01,,
KS-145,Pawnee County,Kansas,0.38,16,-1.23,1.61,,
KS-147,Phillips County,Kansas,0.16,11,-1.29,1.45,,
KS-149,Pottawatomie County,Kansas,2.34,75,-0.09,2.43,,
KS-151,Pratt County,Kansas,1.35,48,-0.72,2.07,,
KS-153,Rawlins County,Kansas,0.03,1,-1.18,1.21,,
KS-155,Reno County,Kansas,1.04,34,-1.18,2.22,,
KS-157,Republic County,Kansas,1.29,51,-0.53,1.82,,
KS-159,Rice County,Kansas,0.98,31,-1.07,2.05,,
KS-161,Riley County,Kansas,2.67,86,0.33,2.34,,
KS-163,Rooks County,Kansas,0.11,6,-1.32,1.43,,
KS-165,Rush County,Kansas,0.6,34,-0.92,1.52,,
KS-167,Russell County,Kansas,0.43,17,-1.2,1.63,,
KS-169,Saline County,Kansas,2.09,70,-0.09,2.18,,
KS-171,Scott County,Kansas,0,1,-1.16,1.16,,
KS-173,Sedgwick County,Kansas,1.83,54,-0.66,2.49,,
KS-175,Seward County,Kansas,0.32,29,-1.07,1.39,,
KS-177,Shawnee County,Kansas,1.84,49,-0.79,2.63,,
KS-179,Sheridan County,Kansas,0.05,3,-1.24,1.29,,
KS-181,Sherman County,Kansas,0.04,5,-1.02,1.06,,
KS-183,Smith County,Kansas,0.11,6,-1.38,1.49,,
KS-185,Stafford County,Kansas,0.83,30,-1.06,1.89,,
KS-187,Stanton County,Kansas,0.03,7,-1.07,1.1,,
KS-189,Stevens County,Kansas,0.36,33,-0.92,1.28,,
KS-191,Sumner County,Kansas,2.16,57,-0.39,2.55,,
KS-193,Thomas County,Kansas,0.04,4,-1.16,1.2,,
KS-195,Trego County,Kansas,0.07,4,-1.25,1.32,,
KS-197,Wabaunsee County,Kansas,1.92,51,-0.64,2.56,,
KS-199,Wallace County,Kansas,0.08,11,-0.93,1.01,,
KS-201,Washington County,Kansas,1.57,56,-0.48,2.05,,
KS-203,Wichita County,Kansas,0.02,4,-1.03,1.05,,
KS-205,Wilson County,Kansas,5.26,108,2.13,3.13,,
KS-207,Woodson County,Kansas,5.27,110,2.23,3.04,,
KS-209,Wyandotte County,Kansas,1.94,52,-1,2.94,,
KY-001,Adair County,Kentucky,1.2,20,-1.67,2.87,,
KY-003,Allen County,Kentucky,0.69,8,-2.21,2.9,,
KY-005,Anderson County,Kentucky,0.9,13,-1.77,2.67,,
KY-007,Ballard County,Kentucky,0.57,6,-2.5,3.07,,
KY-009,Barren County,Kentucky,0.81,10,-2.1,2.91,,
KY-011,Bath County,Kentucky,1.13,15,-1.46,2.59,,
KY-013,Bell County,Kentucky,0.98,12,-2.01,2.99,,
KY-015,Boone County,Kentucky,2.33,59,-0.3,2.63,,
KY-017,Bourbon County,Kentucky,1.1,20,-1.46,2.56,,
KY-019,Boyd County,Kentucky,2.18,57,-0.37,2.55,,
KY-021,Boyle County,Kentucky,0.77,11,-1.96,2.73,,
KY-023,Bracken County,Kentucky,1.64,31,-0.96,2.6,,
KY-025,Breathitt County,Kentucky,1.22,18,-1.42,2.64,,
KY-027,Breckinridge County,Kentucky,1,15,-1.9,2.9,,
KY-029,Bullitt County,Kentucky,0.96,14,-1.85,2.81,,
KY-031,Butler County,Kentucky,0.92,10,-1.98,2.9,,
KY-033,Caldwell County,Kentucky,0.83,9,-2.18,3.01,,
KY-035,Calloway County,Kentucky,0.35,5,-2.6,2.95,,
KY-037,Campbell County,Kentucky,2.08,53,-0.48,2.56,,
KY-039,Carlisle County,Kentucky,0.49,6,-2.6,3.09,,
KY-041,Carroll County,Kentucky,1.74,37,-0.98,2.72,,
KY-043,Carter County,Kentucky,1.59,32,-0.92,2.51,,
KY-045,Casey County,Kentucky,0.88,11,-1.96,2.84,,
KY-047,Christian County,Kentucky,0.75,9,-2.18,2.93,,
KY-049,Clark County,Kentucky,1.07,16,-1.51,2.58,,
KY-051,Clay County,Kentucky,0.98,14,-1.78,2.76,,
KY-053,Clinton County,Kentucky,0.96,14,-1.92,2.88,,
KY-055,Crittenden County,Kentucky,1.27,18,-1.73,3,,
KY-057,Cumberland County,Kentucky,1.32,22,-1.58,2.9,,
KY-059,Daviess County,Kentucky,0.57,7,-2.35,2.92,,
KY-061,Edmonson County,Kentucky,0.96,12,-2,2.96,,
KY-063,Elliott County,Kentucky,1.17,20,-1.36,2.53,,
KY-065,Estill County,Kentucky,1.13,19,-1.45,2.58,,
KY-067,Fayette County,Kentucky,0.96,16,-1.62,2.58,,
KY-069,Fleming County,Kentucky,1.64,34,-0.95,2.59,,
KY-071,Floyd County,Kentucky,1.16,13,-1.42,2.58,,
KY-073,Franklin County,Kentucky,0.73,10,-1.92,2.65,,
KY-075,Fulton County,Kentucky,0.69,7,-2.44,3.13,,
KY-077,Gallatin County,Kentucky,2.03,52,-0.61,2.64,,
KY-079,Garrard County,Kentucky,0.96,17,-1.69,2.65,,
KY-081,Grant County,Kentucky,2.04,51,-0.55,2.59,,
KY-083,Graves County,Kentucky,0.39,5,-2.65,3.04,,
KY-085,Grayson County,Kentucky,1.1,13,-1.89,2.99,,
KY-087,Green County,Kentucky,1.23,22,-1.63,2.86,,
KY-089,Greenup County,Kentucky,1.88,44,-0.63,2.51,,
KY-091,Hancock County,Kentucky,0.8,12,-2.08,2.88,,
KY-093,Hardin County,Kentucky,1.18,17,-1.71,2.89,,
KY-095,Harlan County,Kentucky,0.95,8,-2.03,2.98,,
KY-097,Harrison County,Kentucky,1.3,25,-1.2,2.5,,
KY-099,Hart County,Kentucky,1.03,14,-1.86,2.89,,
KY-101,Henderson County,Kentucky,0.62,7,-2.32,2.94,,
KY-103,Henry County,Kentucky,1.07,17,-1.66,2.73,,
KY-105,Hickman County,Kentucky,0.55,6,-2.53,3.08,,
KY-107,Hopkins County,Kentucky,1.23,18,-1.67,2.9,,
KY-109,Jackson County,Kentucky,1.01,14,-1.71,2.72,,
KY-111,Jefferson County,Kentucky,0.85,13,-1.89,2.74,,
KY-113,Jessamine County,Kentucky,0.93,16,-1.66,2.59,,
KY-115,Johnson County,Kentucky,1.25,18,-1.34,2.59,,
KY-117,Kenton County,Kentucky,2.29,59,-0.3,2.59,,
KY-119,Knott County,Kentucky,1.14,12,-1.54,2.68,,
KY-121,Knox County,Kentucky,1.1,13,-1.77,2.87,,
KY-123,Larue County,Kentucky,1.09,17,-1.8,2.89,,
KY-125,Laurel County,Kentucky,0.94,11,-1.87,2.81,,
KY-127,Lawrence County,Kentucky,1.68,33,-0.84,2.52,,
KY-129,Lee County,Kentucky,1.09,18,-1.5,2.59,,
KY-131,Leslie County,Kentucky,1.05,13,-1.78,2.83,,
KY-133,Letcher County,Kentucky,0.89,8,-1.82,2.71,,
KY-135,Lewis County,Kentucky,1.75,36,-0.82,2.57,,
KY-137,Lincoln County,Kentucky,0.9,13,-1.85,2.75,,
KY-139,Livingston County,Kentucky,0.93,10,-2.11,3.04,,
KY-141,Logan County,Kentucky,0.74,9,-2.12,2.86,,
KY-143,Lyon County,Kentucky,0.63,6,-2.41,3.04,,
KY-145,McCracken County,Kentucky,0.5,6,-2.57,3.07,,
KY-147,McCreary County,Kentucky,0.82,10,-2.02,2.84,,
KY-149,McLean County,Kentucky,0.77,10,-2.09,2.86,,
KY-151,Madison County,Kentucky,1.11,17,-1.48,2.59,,
KY-153,Magoffin County,Kentucky,1.26,19,-1.34,2.6,,
KY-155,Marion County,Kentucky,1.21,22,-1.62,2.83,,
KY-157,Marshall County,Kentucky,0.47,5,-2.48,2.95,,
KY-159,Martin County,Kentucky,1.48,21,-1.18,2.66,,
KY-161,Mason County,Kentucky,1.87,40,-0.73,2.6,,
KY-163,Meade County,Kentucky,1.06,16,-1.8,2.86,,
KY-165,Menifee County,Kentucky,1.02,14,-1.58,2.6,,
KY-167,Mercer County,Kentucky,0.87,13,-1.8,2.67,,
KY-169,Metcalfe County,Kentucky,1.24,22,-1.63,2.87,,
KY-171,Monroe County,Kentucky,1.11,15,-1.89,3,,
KY-173,Montgomery County,Kentucky,1.04,15,-1.58,2.62,,
KY-175,Morgan County,Kentucky,1.1,17,-1.46,2.56,,
KY-177,Muhlenberg County,Kentucky,0.93,12,-1.94,2.87,,
KY-179,Nelson County,Kentucky,1.06,17,-1.78,2.84,,
KY-181,Nicholas County,Kentucky,1.43,28,-1.13,2.56,,
KY-183,Ohio County,Kentucky,0.84,11,-2.05,2.89,,
KY-185,Oldham County,Kentucky,0.98,17,-1.8,2.78,,
KY-187,Owen County,Kentucky,1.49,29,-1.2,2.69,,
KY-189,Owsley County,Kentucky,0.98,12,-1.65,2.63,,
KY-191,Pendleton County,Kentucky,1.94,50,-0.62,2.56,,
KY-193,Perry County,Kentucky,1.1,12,-1.64,2.74,,
KY-195,Pike County,Kentucky,1.29,17,-1.35,2.64,,
KY-197,Powell County,Kentucky,1.1,18,-1.49,2.59,,
KY-199,Pulaski County,Kentucky,0.85,10,-2.01,2.86,,
KY-201,Robertson County,Kentucky,1.63,33,-0.92,2.55,,
KY-203,Rockcastle County,Kentucky,1.02,16,-1.77,2.79,,
KY-205,Rowan County,Kentucky,1.11,17,-1.48,2.59,,
KY-207,Russell County,Kentucky,0.79,10,-2.13,2.92,,
KY-209,Scott County,Kentucky,0.95,18,-1.64,2.59,,
KY-211,Shelby County,Kentucky,0.71,9,-2.06,2.77,,
KY-213,Simpson County,Kentucky,0.65,8,-2.19,2.84,,
KY-215,Spencer County,Kentucky,0.84,10,-1.98,2.82,,
KY-217,Taylor County,Kentucky,1.26,23,-1.61,2.87,,
KY-219,Todd County,Kentucky,0.61,8,-2.27,2.88,,
KY-221,Trigg County,Kentucky,0.51,5,-2.49,3,,
KY-223,Trimble County,Kentucky,1.66,33,-1.1,2.76,,
KY-225,Union County,Kentucky,1.29,17,-1.7,2.99,,
KY-227,Warren County,Kentucky,0.84,11,-2.06,2.9,,
KY-229,Washington County,Kentucky,1.16,23,-1.62,2.78,,
KY-231,Wayne County,Kentucky,0.7,9,-2.15,2.85,,
KY-233,Webster County,Kentucky,1.18,17,-1.76,2.94,,
KY-235,Whitley County,Kentucky,0.96,13,-1.92,2.88,,
KY-237,Wolfe County,Kentucky,1.2,20,-1.37,2.57,,
KY-239,Woodford County,Kentucky,0.87,14,-1.74,2.61,,
LA-001,Acadia Parish,Louisiana,0.43,6,-3.2,3.63,,
LA-003,Allen Parish,Louisiana,0.12,5,-3.66,3.78,,
LA-005,Ascension Parish,Louisiana,0.18,6,-3.16,3.34,,
LA-007,Assumption Parish,Louisiana,0.19,6,-3.48,3.67,,
LA-009,Avoyelles Parish,Louisiana,0.16,6,-3.3,3.46,,
LA-011,Beauregard Parish,Louisiana,0.13,4,-3.5,3.63,,
LA-013,Bienville Parish,Louisiana,1.42,27,-1.84,3.26,,
LA-015,Bossier Parish,Louisiana,1.85,42,-1.39,3.24,,
LA-017,Caddo Parish,Louisiana,1.26,24,-2.04,3.3,,
LA-019,Calcasieu Parish,Louisiana,0.34,5,-3.36,3.7,,
LA-021,Caldwell Parish,Louisiana,0.5,9,-2.61,3.11,,
LA-023,Cameron Parish,Louisiana,0.34,5,-3.35,3.69,,
LA-025,Catahoula Parish,Louisiana,0.28,6,-2.92,3.2,,
LA-027,Claiborne Parish,Louisiana,1.79,42,-1.43,3.22,,
LA-029,Concordia Parish,Louisiana,0.36,8,-2.8,3.16,,
LA-031,De Soto Parish,Louisiana,0.98,22,-2.27,3.25,,
LA-033,East Baton Rouge Parish,Louisiana,0.42,8,-2.94,3.36,,
LA-035,East Carroll Parish,Louisiana,0.06,5,-2.85,2.91,,
LA-037,East Feliciana Parish,Louisiana,0.34,7,-3.03,3.37,,
LA-039,Evangeline Parish,Louisiana,0.52,10,-3.26,3.78,,
LA-041,Franklin Parish,Louisiana,0.54,13,-2.46,3,,
LA-043,Grant Parish,Louisiana,0.07,3,-3.35,3.42,,
LA-045,Iberia Parish,Louisiana,0.53,10,-3.04,3.57,,
LA-047,Iberville Parish,Louisiana,0.23,7,-3.15,3.38,,
LA-049,Jackson Parish,Louisiana,1.05,22,-2.18,3.23,,
LA-051,Jefferson Parish,Louisiana,0.03,4,-3.31,3.34,,
LA-053,Jefferson Davis Parish,Louisiana,0.26,5,-3.34,3.6,,
LA-055,Lafayette Parish,Louisiana,0.47,7,-3.14,3.61,,
LA-057,Lafourche Parish,Louisiana,0.05,3,-3.67,3.72,,
LA-059,La Salle Parish,Louisiana,0.1,4,-3.26,3.36,,
LA-061,Lincoln Parish,Louisiana,1.36,29,-1.84,3.2,,
LA-063,Livingston Parish,Louisiana,0.16,3,-3.25,3.41,,
LA-065,Madison Parish,Louisiana,0.08,5,-2.94,3.02,,
LA-067,Morehouse Parish,Louisiana,0.18,6,-2.9,3.08,,
LA-069,Natchitoches Parish,Louisiana,0.39,8,-2.87,3.26,,
LA-071,Orleans Parish,Louisiana,0.07,5,-3.04,3.11,,
LA-073,Ouachita Parish,Louisiana,0.41,9,-2.74,3.15,,
LA-075,Plaquemines Parish,Louisiana,0.02,2,-3.57,3.59,,
LA-077,Pointe Coupee Parish,Louisiana,0.38,9,-3.17,3.55,,
LA-079,Rapides Parish,Louisiana,0.11,5,-3.57,3.68,,
LA-081,Red River Parish,Louisiana,1.04,25,-2.14,3.18,,
LA-083,Richland Parish,Louisiana,0.26,7,-2.8,3.06,,
LA-085,Sabine Parish,Louisiana,0.19,6,-3.05,3.24,,
LA-087,St. Bernard Parish,Louisiana,0.16,6,-3.11,3.27,,
LA-089,St. Charles Parish,Louisiana,0.04,4,-3.3,3.34,,
LA-091,St. Helena Parish,Louisiana,0.12,5,-3.21,3.33,,
LA-093,St. James Parish,Louisiana,0.07,4,-3.41,3.48,,
LA-095,St. John the Baptist Parish,Louisiana,0.11,5,-3.27,3.38,,
LA-097,St. Landry Parish,Louisiana,0.4,6,-3.25,3.65,,
LA-099,St. Martin Parish,Louisiana,0.36,7,-3.22,3.58,,
LA-101,St. Mary Parish,Louisiana,0.53,10,-3.21,3.74,,
LA-103,St. Tammany Parish,Louisiana,0.13,5,-3.09,3.22,,
LA-105,Tangipahoa Parish,Louisiana,0.17,5,-3.17,3.34,,
LA-107,Tensas Parish,Louisiana,0.47,11,-2.54,3.01,,
LA-109,Terrebonne Parish,Louisiana,0.19,5,-3.79,3.98,,
LA-111,Union Parish,Louisiana,0.63,13,-2.56,3.19,,
LA-113,Vermilion Parish,Louisiana,0.49,6,-3.16,3.65,,
LA-115,Vernon Parish,Louisiana,0.03,3,-3.45,3.48,,
LA-117,Washington Parish,Louisiana,0.11,4,-3.15,3.26,,
LA-119,Webster Parish,Louisiana,2.07,51,-1.15,3.22,,
LA-121,West Baton Rouge Parish,Louisiana,0.4,8,-2.93,3.33,,
LA-123,West Carroll Parish,Louisiana,0.04,4,-2.91,2.95,,
LA-125,West Feliciana Parish,Louisiana,0.32,7,-3.07,3.39,,
LA-127,Winn Parish,Louisiana,0.57,10,-2.67,3.24,,
ME-001,Androscoggin County,Maine,6.49,111,2.63,3.86,,
ME-003,Aroostook County,Maine,2.89,43,-0.55,3.44,,
ME-005,Cumberland County,Maine,7.22,122,3.46,3.76,,
ME-007,Franklin County,Maine,4.6,85,0.81,3.79,,
ME-009,Hancock County,Maine,4.19,64,0.13,4.06,,
ME-011,Kennebec County,Maine,4.95,92,1.2,3.75,,
ME-013,Knox County,Maine,5,83,1,4,,
ME-015,Lincoln County,Maine,4.96,92,1.2,3.76,,
ME-017,Oxford County,Maine,4.92,93,1.16,3.76,,
ME-019,Penobscot County,Maine,3.37,52,-0.38,3.75,,
ME-021,Piscataquis County,Maine,3.38,52,-0.35,3.73,,
ME-023,Sagadahoc County,Maine,6.02,107,2.28,3.74,,
ME-025,Somerset County,Maine,3.81,70,0.22,3.59,,
ME-027,Waldo County,Maine,4.43,73,0.45,3.98,,
ME-029,Washington County,Maine,3.91,66,-0.01,3.92,,
ME-031,York County,Maine,6.59,114,2.93,3.66,,
MD-001,Allegany County,Maryland,2.47,60,-0.29,2.76,,
MD-003,Anne Arundel County,Maryland,1.39,23,-1.64,3.03,,
MD-005,Baltimore County,Maryland,1.07,10,-2.15,3.22,,
MD-009,Calvert County,Maryland,3.12,69,0.04,3.08,,
MD-011,Caroline County,Maryland,2.69,59,-0.36,3.05,,
MD-013,Carroll County,Maryland,1.05,9,-2.18,3.23,,
MD-015,Cecil County,Maryland,1.34,13,-1.78,3.12,,
MD-017,Charles County,Maryland,2.42,48,-0.68,3.1,,
MD-019,Dorchester County,Maryland,3.43,73,0.28,3.15,,
MD-021,Frederick County,Maryland,0.82,7,-2.47,3.29,,
MD-023,Garrett County,Maryland,4.12,94,1.03,3.09,,
MD-025,Harford County,Maryland,0.98,9,-2.13,3.11,,
MD-027,Howard County,Maryland,0.74,5,-2.44,3.18,,
MD-029,Kent County,Maryland,1.35,14,-1.71,3.06,,
MD-031,Montgomery County,Maryland,0.72,6,-2.4,3.12,,
MD-033,Prince George&#039;s County,Maryland,1.3,20,-1.77,3.07,,
MD-035,Queen Anne&#039;s County,Maryland,2.05,37,-0.99,3.04,,
MD-037,St. Mary&#039;s County,Maryland,3.68,84,0.65,3.03,,
MD-039,Somerset County,Maryland,4.72,102,1.63,3.09,,
MD-041,Talbot County,Maryland,2.83,58,-0.29,3.12,,
MD-043,Washington County,Maryland,0.93,12,-2.2,3.13,,
MD-045,Wicomico County,Maryland,3.75,80,0.55,3.2,,
MD-047,Worcester County,Maryland,4.34,91,1.12,3.22,,
MD-510,Baltimore City,Maryland,0.85,7,-2.25,3.1,,
MD-511,Washington, D.C.,Washington, D.C.,0.86,10,-2.19,3.05
MA-001,Barnstable County,Massachusetts,6.54,112,2.92,3.62,,
MA-003,Berkshire County,Massachusetts,3.05,57,-0.46,3.51,,
MA-005,Bristol County,Massachusetts,5.63,108,2.16,3.47,,
MA-007,Dukes County,Massachusetts,6.74,116,3.16,3.58,,
MA-009,Essex County,Massachusetts,6.66,118,3.28,3.38,,
MA-011,Franklin County,Massachusetts,3.09,59,-0.4,3.49,,
MA-013,Hampden County,Massachusetts,2.9,55,-0.75,3.65,,
MA-015,Hampshire County,Massachusetts,2.89,54,-0.7,3.59,,
MA-017,Middlesex County,Massachusetts,6.08,114,2.71,3.37,,
MA-019,Nantucket County,Massachusetts,6.88,119,3.46,3.42,,
MA-021,Norfolk County,Massachusetts,6.5,113,3,3.5,,
MA-023,Plymouth County,Massachusetts,6.14,110,2.54,3.6,,
MA-025,Suffolk County,Massachusetts,6.42,116,2.98,3.44,,
MA-027,Worcester County,Massachusetts,5.23,102,1.77,3.46,,
MI-001,Alcona County,Michigan,3,89,0.67,2.33,,
MI-003,Alger County,Michigan,5.1,111,2.05,3.05,,
MI-005,Allegan County,Michigan,3.74,93,0.79,2.95,,
MI-007,Alpena County,Michigan,2.68,77,0.3,2.38,,
MI-009,Antrim County,Michigan,3.24,76,0.18,3.06,,
MI-011,Arenac County,Michigan,3.6,106,1.17,2.43,,
MI-013,Baraga County,Michigan,2.86,68,0.05,2.81,,
MI-015,Barry County,Michigan,4.06,100,1.27,2.79,,
MI-017,Bay County,Michigan,3.11,87,0.61,2.5,,
MI-019,Benzie County,Michigan,3.03,70,-0.05,3.08,,
MI-021,Berrien County,Michigan,3.98,92,0.86,3.12,,
MI-023,Branch County,Michigan,3.57,91,0.82,2.75,,
MI-025,Calhoun County,Michigan,3.63,93,0.89,2.74,,
MI-027,Cass County,Michigan,3.86,87,0.81,3.05,,
MI-029,Charlevoix County,Michigan,3.14,77,0.22,2.93,,
MI-031,Cheboygan County,Michigan,3.14,82,0.47,2.67,,
MI-033,Chippewa County,Michigan,3.43,74,0.4,3.03,,
MI-035,Clare County,Michigan,3.16,89,0.53,2.63,,
MI-037,Clinton County,Michigan,3.68,106,1.14,2.54,,
MI-039,Crawford County,Michigan,2.94,79,0.24,2.7,,
MI-041,Delta County,Michigan,3.94,97,1.17,2.77,,
MI-043,Dickinson County,Michigan,4.27,115,1.77,2.5,,
MI-045,Eaton County,Michigan,3.51,96,0.91,2.6,,
MI-047,Emmet County,Michigan,3.27,77,0.44,2.83,,
MI-049,Genesee County,Michigan,3.69,106,1.28,2.41,,
MI-051,Gladwin County,Michigan,3.47,99,0.94,2.53,,
MI-053,Gogebic County,Michigan,2.9,68,0.17,2.73,,
MI-055,Grand Traverse County,Michigan,3.13,74,0.17,2.96,,
MI-057,Gratiot County,Michigan,3.73,104,1.16,2.57,,
MI-059,Hillsdale County,Michigan,4.06,104,1.43,2.63,,
MI-061,Houghton County,Michigan,2.62,66,0.02,2.6,,
MI-063,Huron County,Michigan,3.15,84,0.56,2.59,,
MI-065,Ingham County,Michigan,3.49,99,1.02,2.47,,
MI-067,Ionia County,Michigan,4.28,108,1.63,2.65,,
MI-069,Iosco County,Michigan,3.64,104,1.27,2.37,,
MI-071,Iron County,Michigan,4.18,113,1.6,2.58,,
MI-073,Isabella County,Michigan,3.32,96,0.75,2.57,,
MI-075,Jackson County,Michigan,3.97,109,1.51,2.46,,
MI-077,Kalamazoo County,Michigan,3.31,77,0.33,2.98,,
MI-079,Kalkaska County,Michigan,3.39,84,0.4,2.99,,
MI-081,Kent County,Michigan,4.79,108,2,2.79,,
MI-083,Keweenaw County,Michigan,2.57,66,0.02,2.55,,
MI-085,Lake County,Michigan,3.25,74,0.17,3.08,,
MI-087,Lapeer County,Michigan,3.63,107,1.17,2.46,,
MI-089,Leelanau County,Michigan,3.12,75,0.18,2.95,,
MI-091,Lenawee County,Michigan,3.25,99,0.83,2.42,,
MI-093,Livingston County,Michigan,3.31,98,0.87,2.44,,
MI-095,Luce County,Michigan,4.03,95,1.04,2.99,,
MI-097,Mackinac County,Michigan,3.61,83,0.69,2.92,,
MI-099,Macomb County,Michigan,2.9,91,0.55,2.35,,
MI-101,Manistee County,Michigan,3.07,72,0.01,3.06,,
MI-103,Marquette County,Michigan,3.42,85,0.63,2.79,,
MI-105,Mason County,Michigan,3.23,75,0.27,2.96,,
MI-107,Mecosta County,Michigan,3.29,89,0.49,2.8,,
MI-109,Menominee County,Michigan,3.45,97,0.93,2.52,,
MI-111,Midland County,Michigan,3.19,93,0.68,2.51,,
MI-113,Missaukee County,Michigan,3.07,83,0.33,2.74,,
MI-115,Monroe County,Michigan,2.98,92,0.64,2.34,,
MI-117,Montcalm County,Michigan,3.69,97,0.97,2.72,,
MI-119,Montmorency County,Michigan,2.46,68,0.07,2.39,,
MI-121,Muskegon County,Michigan,4.03,96,1.1,2.93,,
MI-123,Newaygo County,Michigan,3.76,93,0.79,2.97,,
MI-125,Oakland County,Michigan,2.98,92,0.57,2.41,,
MI-127,Oceana County,Michigan,3.68,85,0.66,3.02,,
MI-129,Ogemaw County,Michigan,3.68,104,1.21,2.47,,
MI-131,Ontonagon County,Michigan,2.58,61,-0.07,2.65,,
MI-133,Osceola County,Michigan,3.09,80,0.24,2.85,,
MI-135,Oscoda County,Michigan,2.92,87,0.54,2.38,,
MI-137,Otsego County,Michigan,2.42,58,-0.29,2.71,,
MI-139,Ottawa County,Michigan,4.17,101,1.28,2.89,,
MI-141,Presque Isle County,Michigan,2.96,80,0.45,2.51,,
MI-143,Roscommon County,Michigan,3.32,92,0.73,2.59,,
MI-145,Saginaw County,Michigan,3.51,100,1.04,2.47,,
MI-147,St. Clair County,Michigan,3.08,88,0.59,2.49,,
MI-149,St. Joseph County,Michigan,3.35,86,0.49,2.86,,
MI-151,Sanilac County,Michigan,3.12,86,0.57,2.55,,
