ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
AL-001,Autauga County,Alabama,0.13,4,-2.44,2.57,,
AL-003,Baldwin County,Alabama,0.02,1,-3.33,3.35,,
AL-005,Barbour County,Alabama,0.08,4,-2.44,2.52,,
AL-007,Bibb County,Alabama,0.1,3,-2.7,2.8,,
AL-009,Blount County,Alabama,0.09,3,-2.94,3.03,,
AL-011,Bullock County,Alabama,0.28,4,-2.33,2.61,,
AL-013,Butler County,Alabama,0.01,2,-2.53,2.54,,
AL-015,Calhoun County,Alabama,0.01,1,-2.8,2.81,,
AL-017,Chambers County,Alabama,0.2,5,-2.42,2.62,,
AL-019,Cherokee County,Alabama,0.13,2,-2.89,3.02,,
AL-021,Chilton County,Alabama,0.08,3,-2.59,2.67,,
AL-023,Choctaw County,Alabama,0.01,1,-2.7,2.71,,
AL-025,Clarke County,Alabama,0,1,-2.66,2.66,,
AL-027,Clay County,Alabama,0.02,2,-2.84,2.86,,
AL-029,Cleburne County,Alabama,0.02,2,-2.85,2.87,,
AL-031,Coffee County,Alabama,0.01,1,-2.63,2.64,,
AL-033,Colbert County,Alabama,0.31,7,-2.72,3.03,,
AL-035,Conecuh County,Alabama,0,1,-2.7,2.7,,
AL-037,Coosa County,Alabama,0.03,2,-2.68,2.71,,
AL-039,Covington County,Alabama,0,1,-2.82,2.82,,
AL-041,Crenshaw County,Alabama,0.03,3,-2.51,2.54,,
AL-043,Cullman County,Alabama,0.25,5,-2.91,3.16,,
AL-045,Dale County,Alabama,0.02,2,-2.56,2.58,,
AL-047,Dallas County,Alabama,0.18,4,-2.44,2.62,,
AL-049,DeKalb County,Alabama,0.31,5,-2.87,3.18,,
AL-051,Elmore County,Alabama,0.18,3,-2.36,2.54,,
AL-053,Escambia County,Alabama,0,1,-2.96,2.96,,
AL-055,Etowah County,Alabama,0.02,1,-2.95,2.97,,
AL-057,Fayette County,Alabama,0.1,5,-2.94,3.04,,
AL-059,Franklin County,Alabama,0.26,7,-2.76,3.02,,
AL-061,Geneva County,Alabama,0.02,2,-2.73,2.75,,
AL-063,Greene County,Alabama,0.01,1,-2.72,2.73,,
AL-065,Hale County,Alabama,0.01,1,-2.76,2.77,,
AL-067,Henry County,Alabama,0.03,4,-2.4,2.43,,
AL-069,Houston County,Alabama,0.12,6,-2.44,2.56,,
AL-071,Jackson County,Alabama,0.19,4,-3.09,3.28,,
AL-073,Jefferson County,Alabama,0.03,2,-2.97,3,,
AL-075,Lamar County,Alabama,0.14,4,-2.77,2.91,,
AL-077,Lauderdale County,Alabama,0.6,11,-2.55,3.15,,
AL-079,Lawrence County,Alabama,0.46,9,-2.64,3.1,,
AL-081,Lee County,Alabama,0.53,11,-2.05,2.58,,
AL-083,Limestone County,Alabama,0.48,8,-2.66,3.14,,
AL-085,Lowndes County,Alabama,0.07,3,-2.45,2.52,,
AL-087,Macon County,Alabama,0.48,10,-2.04,2.52,,
AL-089,Madison County,Alabama,0.49,8,-2.63,3.12,,
AL-091,Marengo County,Alabama,0.02,2,-2.61,2.63,,
AL-093,Marion County,Alabama,0.18,4,-2.78,2.96,,
AL-095,Marshall County,Alabama,0.18,4,-2.87,3.05,,
AL-097,Mobile County,Alabama,0.02,2,-3.15,3.17,,
AL-099,Monroe County,Alabama,0,1,-2.63,2.63,,
AL-101,Montgomery County,Alabama,0.27,7,-2.2,2.47,,
AL-103,Morgan County,Alabama,0.52,10,-2.55,3.07,,
AL-105,Perry County,Alabama,0.18,4,-2.45,2.63,,
AL-107,Pickens County,Alabama,0.09,2,-2.79,2.88,,
AL-109,Pike County,Alabama,0.07,4,-2.52,2.59,,
AL-111,Randolph County,Alabama,0.06,2,-2.76,2.82,,
AL-113,Russell County,Alabama,0.56,15,-1.85,2.41,,
AL-115,St. Clair County,Alabama,0.01,2,-2.96,2.97,,
AL-117,Shelby County,Alabama,0.06,3,-2.85,2.91,,
AL-119,Sumter County,Alabama,0.03,1,-2.67,2.7,,
AL-121,Talladega County,Alabama,0.01,1,-2.75,2.76,,
AL-123,Tallapoosa County,Alabama,0.11,3,-2.58,2.69,,
AL-125,Tuscaloosa County,Alabama,0.04,2,-2.92,2.96,,
AL-127,Walker County,Alabama,0.14,4,-2.99,3.13,,
AL-129,Washington County,Alabama,0.01,2,-2.8,2.81,,
AL-131,Wilcox County,Alabama,0.03,1,-2.58,2.61,,
AL-133,Winston County,Alabama,0.27,5,-2.9,3.17,,
AZ-001,Apache County,Arizona,0.45,34,-0.7,1.15,,
AZ-003,Cochise County,Arizona,0.16,27,-0.78,0.94,,
AZ-005,Coconino County,Arizona,0.45,42,-0.54,0.99,,
AZ-007,Gila County,Arizona,0.69,45,-0.78,1.47,,
AZ-009,Graham County,Arizona,0.48,50,-0.63,1.11,,
AZ-011,Greenlee County,Arizona,0.46,39,-0.91,1.37,,
AZ-012,La Paz County,Arizona,0.16,70,-0.22,0.38,,
AZ-013,Maricopa County,Arizona,0.18,45,-0.43,0.61,,
AZ-015,Mohave County,Arizona,0.45,61,-0.27,0.72,,
AZ-017,Navajo County,Arizona,0.44,38,-0.62,1.06,,
AZ-019,Pima County,Arizona,0.18,38,-0.58,0.76,,
AZ-021,Pinal County,Arizona,0.25,42,-0.53,0.78,,
AZ-023,Santa Cruz County,Arizona,0.26,41,-0.74,1,,
AZ-025,Yavapai County,Arizona,0.38,44,-0.66,1.04,,
AZ-027,Yuma County,Arizona,0.03,41,-0.33,0.36,,
AR-001,Arkansas County,Arkansas,1.01,17,-2.26,3.27,,
AR-003,Ashley County,Arkansas,0.35,9,-2.83,3.18,,
AR-005,Baxter County,Arkansas,3.31,76,0.09,3.22,,
AR-007,Benton County,Arkansas,4.11,82,0.49,3.62,,
AR-009,Boone County,Arkansas,4.29,94,1,3.29,,
AR-011,Bradley County,Arkansas,0.97,21,-2.31,3.28,,
AR-013,Calhoun County,Arkansas,1.02,20,-2.31,3.33,,
AR-015,Carroll County,Arkansas,3.94,80,0.53,3.41,,
AR-017,Chicot County,Arkansas,0.38,9,-2.68,3.06,,
AR-019,Clark County,Arkansas,1.18,20,-2.46,3.64,,
AR-021,Clay County,Arkansas,1.28,24,-1.91,3.19,,
AR-023,Cleburne County,Arkansas,3.06,59,-0.53,3.59,,
AR-025,Cleveland County,Arkansas,1.57,29,-1.82,3.39,,
AR-027,Columbia County,Arkansas,1.91,37,-1.38,3.29,,
AR-029,Conway County,Arkansas,1.46,24,-2.12,3.58,,
AR-031,Craighead County,Arkansas,1.58,31,-1.71,3.29,,
AR-033,Crawford County,Arkansas,1.05,19,-2.9,3.95,,
AR-035,Crittenden County,Arkansas,1.52,29,-1.66,3.18,,
AR-037,Cross County,Arkansas,1.35,26,-1.98,3.33,,
AR-039,Dallas County,Arkansas,1.22,21,-2.25,3.47,,
AR-041,Desha County,Arkansas,1.4,29,-1.63,3.03,,
AR-043,Drew County,Arkansas,1.48,30,-1.75,3.23,,
AR-045,Faulkner County,Arkansas,1.91,28,-1.63,3.54,,
AR-047,Franklin County,Arkansas,0.85,11,-3.08,3.93,,
AR-049,Fulton County,Arkansas,2.76,62,-0.47,3.23,,
AR-051,Garland County,Arkansas,0.65,7,-3.13,3.78,,
AR-053,Grant County,Arkansas,1.47,28,-2.03,3.5,,
AR-055,Greene County,Arkansas,1.5,27,-1.72,3.22,,
AR-057,Hempstead County,Arkansas,1.1,18,-2.44,3.54,,
AR-059,Hot Spring County,Arkansas,1.16,20,-2.52,3.68,,
AR-061,Howard County,Arkansas,0.94,15,-2.93,3.87,,
AR-063,Independence County,Arkansas,2.1,35,-1.27,3.37,,
AR-065,Izard County,Arkansas,1.86,34,-1.39,3.25,,
AR-067,Jackson County,Arkansas,1.29,22,-2.03,3.32,,
AR-069,Jefferson County,Arkansas,0.78,12,-2.63,3.41,,
AR-071,Johnson County,Arkansas,1.13,16,-2.8,3.93,,
AR-073,Lafayette County,Arkansas,1.59,28,-1.7,3.29,,
AR-075,Lawrence County,Arkansas,1.26,23,-1.97,3.23,,
AR-077,Lee County,Arkansas,1.53,25,-1.77,3.3,,
AR-079,Lincoln County,Arkansas,1.51,28,-1.76,3.27,,
AR-081,Little River County,Arkansas,0.4,7,-3.25,3.65,,
AR-083,Logan County,Arkansas,0.87,15,-2.78,3.65,,
AR-085,Lonoke County,Arkansas,1.41,27,-1.96,3.37,,
AR-087,Madison County,Arkansas,2.39,39,-1.32,3.71,,
AR-089,Marion County,Arkansas,3.92,88,0.69,3.23,,
AR-091,Miller County,Arkansas,0.82,13,-2.58,3.4,,
AR-093,Mississippi County,Arkansas,1.2,22,-1.97,3.17,,
AR-095,Monroe County,Arkansas,0.98,17,-2.31,3.29,,
AR-097,Montgomery County,Arkansas,0.6,7,-3.26,3.86,,
AR-099,Nevada County,Arkansas,1.18,19,-2.26,3.44,,
AR-101,Newton County,Arkansas,3.95,78,0.25,3.7,,
AR-103,Ouachita County,Arkansas,0.9,15,-2.44,3.34,,
AR-105,Perry County,Arkansas,0.86,10,-2.66,3.52,,
AR-107,Phillips County,Arkansas,1.22,19,-2.02,3.24,,
AR-109,Pike County,Arkansas,1.56,26,-2.27,3.83,,
AR-111,Poinsett County,Arkansas,1.53,27,-1.73,3.26,,
AR-113,Polk County,Arkansas,0.82,11,-3.2,4.02,,
AR-115,Pope County,Arkansas,1.41,20,-2.4,3.81,,
AR-117,Prairie County,Arkansas,1.08,17,-2.2,3.28,,
AR-119,Pulaski County,Arkansas,1.49,27,-2.01,3.5,,
AR-121,Randolph County,Arkansas,1.32,24,-1.89,3.21,,
AR-123,St. Francis County,Arkansas,1.35,25,-1.97,3.32,,
AR-125,Saline County,Arkansas,1.05,14,-2.63,3.68,,
AR-127,Scott County,Arkansas,0.71,9,-2.98,3.69,,
AR-129,Searcy County,Arkansas,4.49,92,1,3.49,,
AR-131,Sebastian County,Arkansas,0.97,18,-2.57,3.54,,
AR-133,Sevier County,Arkansas,1.02,15,-2.79,3.81,,
AR-135,Sharp County,Arkansas,1.85,35,-1.37,3.22,,
AR-137,Stone County,Arkansas,3.02,59,-0.43,3.45,,
AR-139,Union County,Arkansas,1.1,23,-2.2,3.3,,
AR-141,Van Buren County,Arkansas,3.05,60,-0.74,3.79,,
AR-143,Washington County,Arkansas,2.81,47,-0.95,3.76,,
AR-145,White County,Arkansas,1.52,26,-1.88,3.4,,
AR-147,Woodruff County,Arkansas,0.98,16,-2.29,3.27,,
AR-149,Yell County,Arkansas,0.68,10,-2.99,3.67,,
CA-001,Alameda County,California,3.65,126,2.74,0.92,,
CA-003,Alpine County,California,8.87,129,7.03,1.84,,
CA-005,Amador County,California,7.44,128,5.64,1.8,,
CA-007,Butte County,California,9.1,127,6.71,2.39,,
CA-009,Calaveras County,California,7.31,128,5.55,1.76,,
CA-011,Colusa County,California,2.73,114,1.62,1.11,,
CA-013,Contra Costa County,California,3.05,123,2.17,0.88,,
CA-015,Del Norte County,California,22.7,128,17.17,5.53,,
CA-017,El Dorado County,California,10.29,127,7.95,2.34,,
CA-019,Fresno County,California,1.78,109,0.91,0.87,,
CA-021,Glenn County,California,2.94,112,1.6,1.34,,
CA-023,Humboldt County,California,15.75,128,11.74,4.01,,
CA-025,Imperial County,California,0.06,69,-0.18,0.24,,
CA-027,Inyo County,California,0.31,76,-0.01,0.32,,
CA-029,Kern County,California,0.42,90,0.05,0.37,,
CA-031,Kings County,California,0.74,108,0.38,0.36,,
CA-033,Lake County,California,7.48,124,5.2,2.28,,
CA-035,Lassen County,California,3.71,126,2.42,1.29,,
CA-037,Los Angeles County,California,0.48,86,-0.03,0.51,,
CA-039,Madera County,California,2.44,111,1.36,1.08,,
CA-041,Marin County,California,6.33,125,4.59,1.74,,
CA-043,Mariposa County,California,4.5,122,2.94,1.56,,
CA-045,Mendocino County,California,9.32,125,6.44,2.88,,
CA-047,Merced County,California,1.63,125,1.11,0.52,,
CA-049,Modoc County,California,2.61,120,1.36,1.25,,
CA-051,Mono County,California,2.53,124,1.73,0.8,,
CA-053,Monterey County,California,2.31,121,1.57,0.74,,
CA-055,Napa County,California,5.39,126,3.89,1.5,,
CA-057,Nevada County,California,12.31,127,9.56,2.75,,
CA-059,Orange County,California,0.63,98,0.15,0.48,,
CA-061,Placer County,California,10.95,127,8.46,2.49,,
CA-063,Plumas County,California,8.86,126,6.5,2.36,,
CA-065,Riverside County,California,0.37,82,-0.04,0.41,,
CA-067,Sacramento County,California,3.91,126,3,0.91,,
CA-069,San Benito County,California,2,123,1.34,0.66,,
CA-071,San Bernardino County,California,0.53,96,0.16,0.37,,
CA-073,San Diego County,California,0.17,48,-0.43,0.6,,
CA-075,San Francisco County,California,3.63,124,2.43,1.2,,
CA-077,San Joaquin County,California,2.86,127,2.17,0.69,,
CA-079,San Luis Obispo County,California,1.74,116,1.08,0.66,,
CA-081,San Mateo County,California,4.78,125,3.44,1.34,,
CA-083,Santa Barbara County,California,1.11,104,0.45,0.66,,
CA-085,Santa Clara County,California,3.96,124,2.93,1.03,,
CA-087,Santa Cruz County,California,5.4,123,3.98,1.43,,
CA-089,Shasta County,California,9.56,128,7.06,2.5,,
CA-091,Sierra County,California,11.85,127,9.25,2.6,,
CA-093,Siskiyou County,California,10.35,127,7.74,2.61,,
CA-095,Solano County,California,2.94,125,2.01,0.93,,
CA-097,Sonoma County,California,8.13,126,5.99,2.14,,
CA-099,Stanislaus County,California,2.54,127,1.91,0.63,,
CA-101,Sutter County,California,2.65,122,1.63,1.02,,
CA-103,Tehama County,California,7.15,126,5.02,2.13,,
CA-105,Trinity County,California,14.03,128,10.54,3.49,,
CA-107,Tulare County,California,1.29,92,0.41,0.88,,
CA-109,Tuolumne County,California,8.02,128,5.96,2.06,,
CA-111,Ventura County,California,0.71,91,0.1,0.61,,
CA-113,Yolo County,California,2.93,122,1.99,0.94,,
CA-115,Yuba County,California,7.42,126,5.44,1.98,,
CO-001,Adams County,Colorado,0.29,21,-0.7,0.99,,
CO-003,Alamosa County,Colorado,0.08,6,-0.76,0.84,,
CO-005,Arapahoe County,Colorado,0.23,16,-0.79,1.02,,
CO-007,Archuleta County,Colorado,0.6,20,-1.45,2.05,,
CO-009,Baca County,Colorado,0.09,13,-0.91,1,,
CO-011,Bent County,Colorado,0.01,3,-0.85,0.86,,
CO-013,Boulder County,Colorado,0.63,24,-0.8,1.43,,
CO-014,Broomfield County,Colorado,0.37,23,-0.72,1.09,,
CO-015,Chaffee County,Colorado,0.52,17,-0.79,1.31,,
CO-017,Cheyenne County,Colorado,0.04,8,-0.82,0.86,,
CO-019,Clear Creek County,Colorado,0.75,14,-1.1,1.85,,
CO-021,Conejos County,Colorado,0.19,9,-1.2,1.39,,
CO-023,Costilla County,Colorado,0.11,4,-1.2,1.31,,
CO-025,Crowley County,Colorado,0.01,2,-0.67,0.68,,
CO-027,Custer County,Colorado,0.17,6,-1.29,1.46,,
CO-029,Delta County,Colorado,0.65,22,-0.99,1.64,,
CO-031,Denver County,Colorado,0.33,24,-0.76,1.09,,
CO-033,Dolores County,Colorado,0.44,15,-1.67,2.11,,
CO-035,Douglas County,Colorado,0.26,14,-0.94,1.2,,
CO-037,Eagle County,Colorado,0.91,16,-0.84,1.75,,
CO-039,Elbert County,Colorado,0.18,14,-0.76,0.94,,
CO-041,El Paso County,Colorado,0.17,12,-0.72,0.89,,
CO-043,Fremont County,Colorado,0.24,13,-0.71,0.95,,
CO-045,Garfield County,Colorado,1.22,38,-0.71,1.93,,
CO-047,Gilpin County,Colorado,0.69,19,-0.92,1.61,,
CO-049,Grand County,Colorado,1.2,41,-0.46,1.66,,
CO-051,Gunnison County,Colorado,0.68,14,-1.11,1.79,,
CO-053,Hinsdale County,Colorado,0.61,12,-2.21,2.82,,
CO-055,Huerfano County,Colorado,0.12,4,-1.03,1.15,,
CO-057,Jackson County,Colorado,1.42,47,-0.34,1.76,,
CO-059,Jefferson County,Colorado,0.37,15,-0.92,1.29,,
CO-061,Kiowa County,Colorado,0.02,5,-0.8,0.82,,
CO-063,Kit Carson County,Colorado,0.03,3,-0.88,0.91,,
CO-065,Lake County,Colorado,0.79,13,-0.86,1.65,,
CO-067,La Plata County,Colorado,0.63,26,-1.51,2.14,,
CO-069,Larimer County,Colorado,0.72,30,-0.69,1.41,,
CO-071,Las Animas County,Colorado,0.04,3,-0.97,1.01,,
CO-073,Lincoln County,Colorado,0.04,7,-0.72,0.76,,
CO-075,Logan County,Colorado,0.61,55,-0.36,0.97,,
CO-077,Mesa County,Colorado,0.8,35,-0.81,1.61,,
CO-079,Mineral County,Colorado,0.72,15,-2.1,2.82,,
CO-081,Moffat County,Colorado,1.02,42,-0.47,1.49,,
CO-083,Montezuma County,Colorado,0.21,17,-1.47,1.68,,
CO-085,Montrose County,Colorado,0.4,18,-1.07,1.47,,
CO-087,Morgan County,Colorado,0.51,51,-0.35,0.86,,
CO-089,Otero County,Colorado,0,1,-0.85,0.85,,
CO-091,Ouray County,Colorado,0.64,19,-1.23,1.87,,
CO-093,Park County,Colorado,0.43,12,-0.75,1.18,,
CO-095,Phillips County,Colorado,0.7,57,-0.32,1.02,,
CO-097,Pitkin County,Colorado,1.08,19,-1.03,2.11,,
CO-099,Prowers County,Colorado,0.01,4,-0.93,0.94,,
CO-101,Pueblo County,Colorado,0.03,3,-0.8,0.83,,
CO-103,Rio Blanco County,Colorado,1.04,37,-0.68,1.72,,
CO-105,Rio Grande County,Colorado,0.16,9,-1.06,1.22,,
CO-107,Routt County,Colorado,1.64,49,-0.42,2.06,,
CO-109,Saguache County,Colorado,0.24,5,-1.15,1.39,,
CO-111,San Juan County,Colorado,0.74,14,-2.88,3.62,,
CO-113,San Miguel County,Colorado,0.39,16,-1.31,1.7,,
CO-115,Sedgwick County,Colorado,0.92,68,-0.1,1.02,,
CO-117,Summit County,Colorado,0.88,16,-1.01,1.89,,
CO-119,Teller County,Colorado,0.36,18,-0.82,1.18,,
CO-121,Washington County,Colorado,0.38,39,-0.54,0.92,,
CO-123,Weld County,Colorado,0.44,35,-0.48,0.92,,
CO-125,Yuma County,Colorado,0.27,30,-0.72,0.99,,
CT-001,Fairfield County,Connecticut,3.4,62,-0.37,3.77,,
CT-003,Hartford County,Connecticut,2.71,50,-0.99,3.7,,
CT-005,Litchfield County,Connecticut,2.53,40,-1.26,3.79,,
CT-007,Middlesex County,Connecticut,3.68,72,0.03,3.65,,
CT-009,New Haven County,Connecticut,2.94,52,-0.83,3.77,,
CT-011,New London County,Connecticut,6.44,113,2.95,3.49,,
CT-013,Tolland County,Connecticut,4.49,86,0.95,3.54,,
CT-015,Windham County,Connecticut,6,109,2.45,3.55,,
DE-001,Kent County,Delaware,2.41,47,-0.66,3.07,,
DE-003,New Castle County,Delaware,2.08,37,-0.97,3.05,,
DE-005,Sussex County,Delaware,3.54,74,0.33,3.21,,
FL-001,Alachua County,Florida,1.46,39,-1.66,3.12,,
FL-003,Baker County,Florida,2.29,50,-1.01,3.3,,
FL-005,Bay County,Florida,0.03,1,-3.06,3.09,,
FL-007,Bradford County,Florida,1.9,41,-1.66,3.56,,
FL-009,Brevard County,Florida,6.79,103,1.79,5,,
FL-011,Broward County,Florida,5.08,56,-1.68,6.76,,
FL-013,Calhoun County,Florida,0.09,5,-2.79,2.88,,
FL-015,Charlotte County,Florida,3.29,73,-0.38,3.67,,
FL-017,Citrus County,Florida,0.99,26,-1.85,2.84,,
FL-019,Clay County,Florida,4.83,88,0.73,4.1,,
FL-021,Collier County,Florida,2.29,29,-2.27,4.56,,
FL-023,Columbia County,Florida,0.98,28,-2.04,3.02,,
FL-027,DeSoto County,Florida,3.69,87,0.18,3.51,,
FL-029,Dixie County,Florida,0.62,17,-2.34,2.96,,
FL-031,Duval County,Florida,6.57,106,2.25,4.32,,
FL-033,Escambia County,Florida,0.01,1,-3.53,3.54,,
FL-035,Flagler County,Florida,6.01,95,1.73,4.28,,
FL-037,Franklin County,Florida,0.14,5,-2.9,3.04,,
FL-039,Gadsden County,Florida,0.22,10,-2.47,2.69,,
FL-041,Gilchrist County,Florida,0.69,20,-2.24,2.93,,
FL-043,Glades County,Florida,2.45,46,-1.51,3.96,,
FL-045,Gulf County,Florida,0.07,4,-3,3.07,,
FL-047,Hamilton County,Florida,1.24,34,-1.47,2.71,,
FL-049,Hardee County,Florida,3.39,84,0.14,3.25,,
FL-051,Hendry County,Florida,1.71,26,-2.53,4.24,,
FL-053,Hernando County,Florida,1.03,25,-1.81,2.84,,
FL-055,Highlands County,Florida,3.02,60,-0.7,3.72,,
FL-057,Hillsborough County,Florida,2.72,72,-0.21,2.93,,
FL-059,Holmes County,Florida,0.02,1,-2.84,2.86,,
FL-061,Indian River County,Florida,4.74,64,-1.06,5.8,,
FL-063,Jackson County,Florida,0.14,6,-2.47,2.61,,
FL-065,Jefferson County,Florida,1.37,34,-1.35,2.72,,
FL-067,Lafayette County,Florida,0.83,21,-2.08,2.91,,
FL-069,Lake County,Florida,3.19,81,-0.03,3.22,,
FL-071,Lee County,Florida,2.51,48,-1.36,3.87,,
FL-073,Leon County,Florida,0.47,13,-2.31,2.78,,
FL-075,Levy County,Florida,0.8,20,-2.07,2.87,,
FL-077,Liberty County,Florida,0.11,5,-2.81,2.92,,
FL-079,Madison County,Florida,2.09,57,-0.55,2.64,,
FL-081,Manatee County,Florida,3.78,93,0.58,3.2,,
FL-083,Marion County,Florida,1.93,51,-1.17,3.1,,
FL-085,Martin County,Florida,4.05,52,-2.02,6.07,,
FL-086,Miami-Dade County,Florida,5.86,68,-0.87,6.73,,
FL-087,Monroe County,Florida,3.74,45,-1.85,5.59,,
FL-089,Nassau County,Florida,6.25,108,2.39,3.86,,
FL-091,Okaloosa County,Florida,0,1,-3.38,3.38,,
FL-093,Okeechobee County,Florida,3.77,64,-0.91,4.68,,
FL-095,Orange County,Florida,4.85,100,1.18,3.67,,
FL-097,Osceola County,Florida,3.81,75,-0.22,4.03,,
FL-099,Palm Beach County,Florida,3.55,39,-2.65,6.2,,
FL-101,Pasco County,Florida,1.53,45,-1.32,2.85,,
FL-103,Pinellas County,Florida,1.36,30,-1.6,2.96,,
FL-105,Polk County,Florida,2.78,73,-0.38,3.16,,
FL-107,Putnam County,Florida,4.34,79,0.4,3.94,,
FL-109,St. Johns County,Florida,8.12,112,3.5,4.62,,
FL-111,St. Lucie County,Florida,4.81,57,-1.28,6.09,,
FL-113,Santa Rosa County,Florida,0,1,-3.51,3.51,,
FL-115,Sarasota County,Florida,3.36,79,-0.16,3.52,,
FL-117,Seminole County,Florida,7.22,117,3.24,3.98,,
FL-119,Sumter County,Florida,1.29,32,-1.55,2.84,,
FL-121,Suwannee County,Florida,0.89,26,-1.98,2.87,,
FL-123,Taylor County,Florida,1.51,35,-1.35,2.86,,
FL-125,Union County,Florida,1.25,32,-2,3.25,,
FL-127,Volusia County,Florida,6.84,107,2.49,4.35,,
FL-129,Wakulla County,Florida,0.37,12,-2.57,2.94,,
FL-131,Walton County,Florida,0,1,-3.21,3.21,,
FL-133,Washington County,Florida,0.03,1,-2.88,2.91,,
GA-001,Appling County,Georgia,4.83,111,2.26,2.57,,
GA-003,Atkinson County,Georgia,1.68,50,-0.72,2.4,,
GA-005,Bacon County,Georgia,3.31,92,0.77,2.54,,
GA-007,Baker County,Georgia,0.26,9,-2.02,2.28,,
GA-009,Baldwin County,Georgia,0.17,5,-2.35,2.52,,
GA-011,Banks County,Georgia,0.23,4,-3.24,3.47,,
GA-013,Barrow County,Georgia,0.21,3,-3,3.21,,
GA-015,Bartow County,Georgia,0.02,2,-2.94,2.96,,
GA-017,Ben Hill County,Georgia,0.38,12,-2,2.38,,
GA-019,Berrien County,Georgia,0.58,13,-1.74,2.32,,
GA-021,Bibb County,Georgia,0.17,6,-2.28,2.45,,
GA-023,Bleckley County,Georgia,0.18,7,-2.19,2.37,,
GA-025,Brantley County,Georgia,4.94,104,1.89,3.05,,
GA-027,Brooks County,Georgia,0.9,24,-1.51,2.41,,
GA-029,Bryan County,Georgia,8.35,125,5.63,2.72,,
GA-031,Bulloch County,Georgia,5.39,117,2.85,2.54,,
GA-033,Burke County,Georgia,2.54,74,-0.12,2.66,,
GA-035,Butts County,Georgia,0.05,3,-2.66,2.71,,
GA-037,Calhoun County,Georgia,0.08,7,-2.21,2.29,,
GA-039,Camden County,Georgia,6.84,113,3.13,3.71,,
GA-043,Candler County,Georgia,2.93,88,0.44,2.49,,
GA-045,Carroll County,Georgia,0.03,2,-2.83,2.86,,
GA-047,Catoosa County,Georgia,0.08,2,-3.1,3.18,,
GA-049,Charlton County,Georgia,4.35,99,1.23,3.12,,
GA-051,Chatham County,Georgia,10.2,127,7.33,2.87,,
GA-053,Chattahoochee County,Georgia,0.49,14,-1.72,2.21,,
GA-055,Chattooga County,Georgia,0.18,3,-3.07,3.25,,
GA-057,Cherokee County,Georgia,0.11,3,-3.06,3.17,,
GA-059,Clarke County,Georgia,0.07,2,-3.02,3.09,,
GA-061,Clay County,Georgia,0.01,3,-2.27,2.28,,
GA-063,Clayton County,Georgia,0.14,2,-2.68,2.82,,
GA-065,Clinch County,Georgia,2.1,58,-0.47,2.57,,
GA-067,Cobb County,Georgia,0.07,2,-2.94,3.01,,
GA-069,Coffee County,Georgia,1.5,48,-0.93,2.43,,
GA-071,Colquitt County,Georgia,0.2,7,-2.07,2.27,,
GA-073,Columbia County,Georgia,1.24,35,-1.67,2.91,,
GA-075,Cook County,Georgia,0.26,8,-2.05,2.31,,
GA-077,Coweta County,Georgia,0.12,3,-2.6,2.72,,
GA-079,Crawford County,Georgia,0.1,4,-2.33,2.43,,
GA-081,Crisp County,Georgia,0.04,6,-2.18,2.22,,
GA-083,Dade County,Georgia,0.24,4,-3.05,3.29,,
GA-085,Dawson County,Georgia,0.22,4,-3.38,3.6,,
GA-087,Decatur County,Georgia,0.27,11,-2.18,2.45,,
GA-089,DeKalb County,Georgia,0.13,2,-2.82,2.95,,
GA-091,Dodge County,Georgia,0.4,15,-2.02,2.42,,
GA-093,Dooly County,Georgia,0.05,7,-2.18,2.23,,
GA-095,Dougherty County,Georgia,0.09,7,-2.1,2.19,,
GA-097,Douglas County,Georgia,0.07,2,-2.88,2.95,,
GA-099,Early County,Georgia,0.14,7,-2.21,2.35,,
GA-101,Echols County,Georgia,1.41,39,-1.2,2.61,,
GA-103,Effingham County,Georgia,8.88,127,6.22,2.66,,
GA-105,Elbert County,Georgia,0.13,4,-2.88,3.01,,
GA-107,Emanuel County,Georgia,1.97,62,-0.55,2.52,,
GA-109,Evans County,Georgia,6.29,120,3.72,2.57,,
GA-111,Fannin County,Georgia,0.22,5,-3.38,3.6,,
GA-113,Fayette County,Georgia,0.15,3,-2.6,2.75,,
GA-115,Floyd County,Georgia,0.05,3,-2.93,2.98,,
GA-117,Forsyth County,Georgia,0.32,4,-2.95,3.27,,
GA-119,Franklin County,Georgia,0.32,5,-2.92,3.24,,
GA-121,Fulton County,Georgia,0.13,3,-2.82,2.95,,
GA-123,Gilmer County,Georgia,0.07,3,-3.62,3.69,,
GA-125,Glascock County,Georgia,0.97,27,-1.77,2.74,,
GA-127,Glynn County,Georgia,5.86,107,2.38,3.48,,
GA-129,Gordon County,Georgia,0.03,2,-3.05,3.08,,
GA-131,Grady County,Georgia,0.42,10,-2.02,2.44,,
GA-133,Greene County,Georgia,0.06,2,-2.7,2.76,,
GA-135,Gwinnett County,Georgia,0.24,3,-2.89,3.13,,
GA-137,Habersham County,Georgia,0.54,6,-3.57,4.11,,
GA-139,Hall County,Georgia,0.43,6,-3.03,3.46,,
GA-141,Hancock County,Georgia,0.31,7,-2.33,2.64,,
GA-143,Haralson County,Georgia,0.07,2,-2.81,2.88,,
GA-145,Harris County,Georgia,0.46,9,-2.08,2.54,,
GA-147,Hart County,Georgia,0.21,4,-2.89,3.1,,
